,NameUpper,DOI,adsorption,adsorption_error,metal_usage,Catalyst_predict,Catalyst_predict_proba,column1_normalized,column2_normalized,column3_normalized,column4
0,HICTIZ,10.1039/C8DT01185K,99.78839992,37.32032092,53.6,FALSE,0.149925926,100,0.315000926,22.14648074,122.4614817
1,OGESOJ,10.1016/j.jssc.2008.02.018,92.22645174,8.538057616,250,FALSE,0.149925926,92.4220168,1.470298442,22.14648074,116.038796
2,BEDHOJ,10.1002/cssc.201100702,73.70150832,5.214843071,300,FALSE,0.050888889,73.85779147,1.764416954,0.951173231,76.57338165
3,WUZGOQ,10.1039/D0CE00979B,72.63059826,4.881533482,97.65381231,FALSE,0.058888889,72.78461055,0.574141761,2.663284832,76.02203715
4,PARMIG,10.1007/s11426-011-4321-z,65.74272207,3.414317622,30,FALSE,0.050888889,65.88212871,0.176176989,0.951173231,67.00947893
5,COTXUH,10.1016/j.jssc.2019.121083,63.49624834,31.61171466,0.05,FALSE,0.255555556,63.63089136,0,44.75269511,108.3835865
7,YAQDIF,10.1016/j.ica.2011.12.037,57.53860748,1.045005915,13.3,FALSE,0.273703704,57.66061739,0.077941406,48.63665195,106.3752108
11,SENWUG,10.1039/C7TA08288F,52.48135463,1.830243782,30,FALSE,0.287037037,52.5926407,0.176176989,51.49017122,104.2589889
12,HOWQER,10.1021/ic501876m,52.45295276,1.285916552,256.9,FALSE,0.149925926,52.5641786,1.510886797,22.14648074,76.22154614
13,HOWQER01,10.1021/ic501876m,52.03663094,1.201625356,256.9,FALSE,0.149925926,52.14697398,1.510886797,22.14648074,75.80434151
14,HOWQER02,10.1021/ic501876m,51.17431425,1.142942549,256.9,FALSE,0.149925926,51.28282876,1.510886797,22.14648074,74.94019629
15,ARAJEK,10.1002/anie.201603934,50.53992959,1.581740765,631.2730147,FALSE,0.046444444,50.64709889,3.713087478,0,54.36018637
16,PEJFUG,10.1016/j.jssc.2006.03.031,48.44609726,3.656675802,2100,FALSE,0.149925926,48.54882662,12.35268339,22.14648074,83.04799074
17,OGAWUS,10.1016/j.cej.2022.135745,48.43344373,0.996273924,747,FALSE,0.077037037,48.53614625,4.393836452,6.547241675,59.47722438
19,ARAJOU,10.1002/anie.201603934,47.96030296,1.18560806,631.4064832,FALSE,0.050888889,48.0620022,3.713872589,0.951173231,52.72704802
20,EMIVAY,10.1039/c0ce00422g,47.64011885,1.745159206,13.8,FALSE,0.052201058,47.74113914,0.080882591,1.231995702,49.05401743
21,FUYNOF,10.1038/s41598-020-65687-6,47.49595575,1.908514572,2000,FALSE,0.050888889,47.59667034,11.76444637,0.951173231,60.31228994
22,CAQCAZ,10.1002/ejic.200400968,47.39023392,20.05667614,74,FALSE,0.224814815,47.49072433,0.435001279,38.1737477,86.09947331
24,NEJKOG,10.1016/j.inoche.2022.109355,46.91685632,0.629032325,30,FALSE,0.065534392,47.01634294,0.176176989,4.085515181,51.27803511
25,ARAJIO,10.1002/anie.201603934,46.73674866,1.120181086,631.3397454,FALSE,0.058888889,46.83585336,3.713480013,2.663284832,53.21261821
27,HAJKOU,10.1039/c1jm13762j,46.22809515,1.5909633,36.5,FALSE,0.058888889,46.32612126,0.214412395,2.663284832,49.20381849
28,CUWNIU,10.1039/D0RA06529C,45.91917567,0.665227015,29.7,FALSE,0.093333333,46.01654672,0.174412278,10.03487636,56.22583535
29,ARAKAH,10.1002/anie.201603934,45.84493038,0.966469264,631.4732281,FALSE,0.09168254,45.94214399,3.714265207,9.681583624,59.33799283
30,FUYNIZ,10.1038/s41598-020-65687-6,45.29926965,1.631666438,2000,FALSE,0.058888889,45.3953262,11.76444637,2.663284832,59.8230574
31,SARBUK01,10.1038/s41598-020-65687-6,45.0394396,1.532868164,2000,FALSE,0.052201058,45.13494518,11.76444637,1.231995702,58.13138725
32,CIQHOC,10.3390/cryst7100311,44.8093731,1.147827766,46,FALSE,0.061089947,44.90439083,0.270294913,3.13434195,48.30902769
34,XICHEY,10.1021/cg301760a,44.47170768,1.364319747,29,FALSE,0.242592593,44.56600939,0.170294619,41.97844019,86.7147442
35,POMDIH,10.1021/jacs.9b03269,43.86039847,1.335772139,246.5464325,FALSE,0.143703704,43.95340391,1.449983279,20.81483843,66.21822561
40,RITDAB,10.1039/C3RA41627E,43.10836406,0.824665648,167.735469,FALSE,0.303703704,43.19977482,0.986388013,55.05707046,99.24323329
41,JOXMUG,10.1021/cg501795w,42.93608355,0.375899592,33,FALSE,0.055333333,43.02712899,0.193824099,1.902346248,45.12329934
42,KIXBOL,10.1021/acs.inorgchem.8b03209,42.88946316,2.75228974,42.78,FALSE,0.273703704,42.98040974,0.25135368,48.63665195,91.86841537
46,XOMCOT,10.1039/C4TA01900H,42.3182993,0.82373736,25.5,FALSE,0.058888889,42.40803474,0.149706323,2.663284832,45.22102589
47,SARBUK,10.1039/c2cc31211e,41.79711799,1.351539926,0.5,FALSE,0.052201058,41.88574827,0.002647067,1.231995702,43.12039104
48,HIBTEU,10.1002/chem.201705858,41.74668706,0.936319126,605.8572109,FALSE,0.068148148,41.8352104,3.56358231,4.644895427,50.04368814
50,MATTIO,10.1021/acs.inorgchem.1c03025,41.51436156,1.011930445,740,FALSE,0.273703704,41.60239226,4.352659861,48.63665195,94.59170407
51,ZAZLOF,10.1039/D2NJ00945E,41.33573908,1.902831897,20,FALSE,0.058888889,41.42339101,0.117353286,2.663284832,44.20402913
53,WEQBAY,10.1016/j.molstruc.2017.12.100,40.5846105,2.319878613,18.14,FALSE,0.065534392,40.67066967,0.106412078,4.085515181,44.86259693
54,SARCAR,10.1039/c2cc31211e,39.97364721,1.519837423,0.5,FALSE,0.052201058,40.05841084,0.002647067,1.231995702,41.29305361
55,ZIMTUN,10.1007/s11243-018-0247-z,39.74293058,1.436080234,450,FALSE,0.058888889,39.82720498,2.646772491,2.663284832,45.1372623
56,YIXGIY,10.1021/acs.cgd.8b01843,39.72328337,10.33438305,1000,FALSE,0.149925926,39.80751611,5.882076124,22.14648074,67.83607297
58,NUWWIO,10.1039/D0TC01126F,39.27779331,1.37961584,24,FALSE,0.269259259,39.36108139,0.140882767,47.68547872,87.18744288
59,WEVYEE,10.1021/acs.chemmater.7b03203,39.21959045,1.964320356,191.7,FALSE,0.149925926,39.30275511,1.127356257,22.14648074,62.5765921
60,OBUSAJ,10.1016/j.jssc.2021.122617,39.17027931,1.153771188,13.5,FALSE,0.081481481,39.25333941,0.07911788,7.498414692,46.83087198
61,JODGAM,10.1021/ja500005k,38.82567891,0.477188684,2900,FALSE,0.058888889,38.90800829,17.05857958,2.663284832,58.6298727
62,SUJQUK,10.1002/anie.200905898,38.38519023,1.163471416,198,FALSE,0.088719577,38.46658556,1.164415189,9.047468209,48.67846895
64,IPICUG,10.1016/j.inoche.2010.10.012,38.37574793,0.930093069,120,FALSE,0.059777778,38.45712323,0.705590311,2.853519479,42.01623302
65,TOXMUQ,10.1038/nchem.2114,38.33904349,1.583491852,244.7747972,FALSE,0.149925926,38.42034096,1.439561865,22.14648074,62.00638356
66,ZIMVAV,10.1007/s11243-018-0247-z,37.99173281,1.634481145,450,FALSE,0.149925926,38.07229381,2.646772491,22.14648074,62.86554704
